Id_contenuto,durata_s,data_pubblicazione,tipo_contenuto,like,condivisioni,commenti,salvataggi,copertura,follower
18068719456678914,0,12/09/2024 22:30,Carosello di Instagram,34,1,0,1,3324,0
18108653725447019,103,12/08/2024 23:23,Reel di Instagram,852,85,63,0,16210,85
18050391356008002,0,12/07/2024 22:30,Immagine di Instagram,155,10,0,26,6646,0
18032458847591155,138,12/04/2024 01:22,Reel di Instagram,578,17,28,43,9167,9
18257102746257138,0,12/03/2024 03:11,Immagine di Instagram,392,22,40,0,9200,164
17944144874919754,0,12/02/2024 04:33,Carosello di Instagram,164,7,1,1,4259,0
17910814803045745,99,12/02/2024 01:08,Reel di Instagram,285,15,3,16,6463,8
18058088716727943,0,11/30/2024 22:30,Immagine di Instagram,102,0,2,4,5342,0
18127520263385456,0,11/27/2024 22:30,Immagine di Instagram,188,23,0,10,6675,0
17936409599823366,139,11/27/2024 05:09,Reel di Instagram,128,0,0,2,4112,1
18128574421387597,0,11/25/2024 22:31,Carosello di Instagram,51,0,0,1,2196,0
18052670131948859,103,11/25/2024 03:01,Reel di Instagram,189,12,7,6,6798,2
17863494291269908,0,11/23/2024 22:30,Immagine di Instagram,2739,181,22,289,65488,85
18026832965232647,180,11/22/2024 02:52,Reel di Instagram,224,2,2,12,4307,1
17861855646278376,0,11/20/2024 22:30,Immagine di Instagram,517,36,4,24,8370,3
18049664890997795,77,11/19/2024 02:34,Reel di Instagram,373,6,1,23,6378,11
18058739710888402,0,11/18/2024 22:30,Carosello di Instagram,89,11,0,5,3309,0
18043670833900546,109,11/18/2024 06:04,Reel di Instagram,145,4,1,5,4827,4
18031461788459900,0,11/16/2024 22:30,Immagine di Instagram,104,0,1,6,4469,2
18041321189511816,173,11/15/2024 01:48,Reel di Instagram,444,10,6,43,6488,3
18097904551476242,0,11/13/2024 22:30,Immagine di Instagram,2402,172,34,110,32612,29
18045669656108947,0,11/11/2024 22:30,Carosello di Instagram,48,1,0,5,3941,2
17851406352288206,164,11/11/2024 05:13,Reel di Instagram,188,10,5,6,6102,5
18251132923282411,0,11/09/2024 22:30,Immagine di Instagram,341,15,0,72,8930,2
18117830719405890,164,11/08/2024 04:40,Reel di Instagram,408,19,5,40,8751,6
17900574435079103,0,11/07/2024 08:15,Immagine di Instagram,1205,32,12,86,15365,15
17881454811170383,0,11/06/2024 22:30,Immagine di Instagram,1015,104,4,60,26845,17
18067425190651483,0,11/05/2024 01:15,Immagine di Instagram,56,1,0,7,5303,2
18257227420251372,0,11/04/2024 22:30,Carosello di Instagram,136,5,2,13,4180,0
18074092933608445,80,11/04/2024 09:15,Reel di Instagram,1146,40,54,48,14195,12
18049630303953493,0,11/02/2024 23:30,Immagine di Instagram,137,12,0,26,6815,2
17948215919896173,0,10/30/2024 23:30,Immagine di Instagram,765,61,5,28,14865,3
18063209569701351,118,10/30/2024 09:34,Reel di Instagram,384,6,5,30,6933,2
17889859815099601,0,10/28/2024 23:30,Carosello di Instagram,60,3,0,9,3880,1
17946164867890726,0,10/26/2024 23:30,Immagine di Instagram,264,30,2,14,11342,2
18280902457211952,0,10/25/2024 22:30,Immagine di Instagram,90,2,1,5,3521,0
18045395036047696,139,10/25/2024 09:43,Reel di Instagram,371,16,6,25,8950,7
17930046965844352,0,10/23/2024 22:30,Immagine di Instagram,578,47,4,32,12388,7
18050028643780193,0,10/22/2024 04:18,Carosello di Instagram,137,15,0,13,5330,0
18043720484024448,47,10/21/2024 08:20,Reel di Instagram,90,2,0,2,3488,1
17885329965108814,0,10/19/2024 22:30,Immagine di Instagram,1560,84,12,97,26307,26
17938625471915337,0,10/19/2024 00:34,Carosello di Instagram,227,9,0,13,6524,1
18054657142851963,0,10/18/2024 22:30,Carosello di Instagram,262,6,1,3,5293,0
17996047301695260,270,10/18/2024 11:08,Reel di Instagram,1354,18,22,269,29104,58
18068176774616973,0,10/17/2024 23:12,Carosello di Instagram,142,4,0,1,2933,0
17944513805863510,78,10/17/2024 12:27,Reel di Instagram,221,13,6,1,5885,0
18026408111421351,92,10/17/2024 07:27,Reel di Instagram,527,15,5,59,15291,10
18468878356006654,0,10/16/2024 22:30,Carosello di Instagram,49,1,0,1,2252,0
18107221240430278,91,10/16/2024 11:44,Reel di Instagram,849,8,23,49,9766,16
18118401469398891,133,10/16/2024 03:23,Reel di Instagram,70,2,0,1,3206,1
17935605461806489,0,10/15/2024 07:53,Carosello di Instagram,40,1,0,2,4588,1
18037523068983473,253,10/14/2024 02:52,Reel di Instagram,666,27,37,23,11950,6
18422629093078270,0,10/12/2024 22:30,Immagine di Instagram,518,23,6,27,11097,1
17899811964063652,0,10/11/2024 22:30,Immagine di Instagram,119,1,0,1,2796,0
17878772475156920,131,10/11/2024 07:08,Reel di Instagram,59,4,0,0,3164,1
18065963566639860,0,10/09/2024 22:30,Immagine di Instagram,638,72,1,40,13871,3
18046075090967211,171,10/09/2024 04:54,Reel di Instagram,949,9,21,167,20785,23
18021924518602765,0,10/08/2024 06:39,Carosello di Instagram,73,5,0,10,3314,0
17874772365176113,119,10/08/2024 02:37,Reel di Instagram,153,6,0,7,4417,0
17926361576956667,133,10/07/2024 02:18,Reel di Instagram,846,43,33,64,19342,15
17866419297226836,0,10/05/2024 22:30,Immagine di Instagram,942,84,8,160,24226,25
18050577310910466,0,10/05/2024 08:38,Carosello di Instagram,997,22,25,11,12045,1
17927768396951758,0,10/04/2024 22:30,Immagine di Instagram,153,6,0,7,3555,0
18460124860045611,90,10/04/2024 10:51,Reel di Instagram,672,46,42,13,7810,4
17991329717550784,0,10/02/2024 22:30,Immagine di Instagram,380,26,2,16,14010,1
17905671594037487,0,10/02/2024 09:48,Immagine di Instagram,156,7,2,1,6179,0
17942074133886850,128,10/02/2024 07:00,Reel di Instagram,79,2,3,1,2685,1
